created_at,pm2_5,pm10,temp,trysnia,lageshtira,alarm_status
2019-09-27T01:49:08+02:00,13,30.2,21.4,100295,85.1,1
2019-09-27T01:50:05+02:00,13.1,33.3,21.3,100298,85.1,1
2019-09-27T01:54:42+02:00,5.6,14.2,21.1,100296,85.1,0
2019-09-27T01:55:36+02:00,5.6,14.6,21.1,100300,85.1,0
2019-09-27T01:56:30+02:00,5.5,14.8,21.1,100297,85.1,0
2019-09-27T01:57:24+02:00,5.6,14.7,21,100294,84.9,0
2019-09-27T01:58:18+02:00,5.5,14.7,21,100306,84.9,0
2019-09-27T01:59:12+02:00,5.4,14.2,21,100305,84.9,0
2019-09-27T02:00:06+02:00,5.5,14.1,21,100299,84.9,0
2019-09-27T02:01:00+02:00,5.5,13.9,21,100303,84.9,0
2019-09-27T02:01:54+02:00,5.5,13.8,20.8,100308,84.9,0
2019-09-27T02:02:48+02:00,5.6,13.4,20.7,100305,84.9,0
2019-09-27T02:03:42+02:00,5.6,13.3,20.7,100294,85,0
2019-09-27T02:04:36+02:00,5.6,13.6,20.7,100297,85,0
2019-09-27T02:05:30+02:00,5.6,13.3,20.7,100293,85,0
2019-09-27T02:06:24+02:00,5.6,13.2,20.8,100293,85,0
2019-09-27T02:07:18+02:00,5.6,13.2,20.9,100303,85,0
2019-09-27T02:08:12+02:00,5.6,12.9,20.9,100305,85,0
2019-09-27T02:09:06+02:00,5.6,12.7,20.9,100302,85,0
2019-09-27T02:10:00+02:00,5.5,12.7,21,100302,85,0
2019-09-27T02:10:54+02:00,5.5,12.6,21,100302,84.9,0
2019-09-27T02:11:48+02:00,5.6,12.6,21,100302,84.9,0
2019-09-27T02:12:42+02:00,5.5,11.9,21,100303,84.9,0
2019-09-27T02:13:36+02:00,5.6,11.9,20.9,100312,84.9,0
2019-09-27T02:14:30+02:00,5.6,11.3,20.9,100314,84.9,0
2019-09-27T02:15:24+02:00,5.6,10.9,20.9,100309,84.9,0
2019-09-27T02:16:18+02:00,5.5,10.5,20.8,100302,84.9,0
2019-09-27T02:17:12+02:00,5.5,10.4,20.8,100317,84.8,0
2019-09-27T02:18:06+02:00,5.5,9.6,20.7,100300,84.8,0
2019-09-27T02:28:08+02:00,8,16.7,21,100296,84.8,0
2019-09-27T02:29:02+02:00,7.9,16.7,21,100302,84.8,0
2019-09-27T02:29:56+02:00,8,16.9,21,100311,84.8,0
2019-09-27T02:30:50+02:00,8,17,21,100300,84.9,0
2019-09-27T02:31:44+02:00,8,16.9,20.9,100299,84.9,0
2019-09-27T02:32:38+02:00,7.9,17.4,20.9,100299,84.9,0
2019-09-27T02:33:32+02:00,7.8,16.9,20.9,100305,84.9,0
2019-09-27T02:34:26+02:00,7.7,17,20.8,100302,84.8,0
2019-09-27T02:35:20+02:00,7.8,17.1,20.8,100297,84.8,0
2019-09-27T02:36:14+02:00,7.7,16.5,20.7,100299,84.8,0
2019-09-27T02:37:08+02:00,7.7,16.5,20.7,100302,84.8,0
2019-09-27T02:38:02+02:00,7.8,16.7,20.7,100302,84.8,0
2019-09-27T02:38:56+02:00,7.8,17,20.8,100318,84.8,0
2019-09-27T02:39:50+02:00,7.9,17.5,20.8,100312,84.7,0
2019-09-27T02:40:44+02:00,7.8,17.1,20.8,100315,84.7,0
2019-09-27T02:41:38+02:00,7.8,16.6,20.8,100312,84.7,0
2019-09-27T02:42:32+02:00,7.9,16.8,20.8,100317,84.7,0
2019-09-27T02:43:26+02:00,7.8,16.5,20.8,100306,84.7,0
2019-09-27T02:44:20+02:00,7.8,16.5,20.8,100317,84.7,0
2019-09-27T02:45:14+02:00,7.9,16.6,20.7,100306,84.8,0
2019-09-27T02:46:08+02:00,7.9,16.6,20.7,100308,84.8,0
2019-09-27T02:47:02+02:00,8,17,20.7,100303,84.7,0
2019-09-27T02:47:56+02:00,8.1,17.2,20.7,100308,84.7,0
2019-09-27T02:48:50+02:00,8.2,17.1,20.6,100300,84.8,0
2019-09-27T02:49:44+02:00,8.2,16.1,20.7,100308,84.8,0
2019-09-27T02:50:38+02:00,8.2,15.6,20.9,100305,84.7,0
2019-09-27T02:51:32+02:00,8.1,15.8,21.1,100312,84.7,0
2019-09-27T02:52:26+02:00,8.1,15.5,21.2,100302,84.7,0
2019-09-27T02:53:20+02:00,8.1,15.3,21.3,100303,84.7,0
2019-09-27T02:54:14+02:00,8,14.6,21.3,100303,84.7,0
2019-09-27T02:55:08+02:00,8,14.5,21.3,100311,84.7,0
2019-09-27T02:56:02+02:00,8,14.8,21.3,100306,84.5,0
2019-09-27T02:56:57+02:00,8,14.7,21.3,100309,84.5,0
2019-09-27T02:57:51+02:00,8,14.6,21.3,100299,84.5,0
2019-09-27T02:58:45+02:00,8.1,15.4,21.4,100308,84.5,0
2019-09-27T02:59:39+02:00,8.2,15.5,21.5,100308,84.5,0
2019-09-27T03:00:33+02:00,8.4,15.8,21.5,100313,84.5,0
2019-09-27T03:01:27+02:00,8.4,16.1,21.6,100304,84.5,0
2019-09-27T03:02:21+02:00,8.4,16.1,21.6,100316,84.5,0
2019-09-27T03:03:14+02:00,8.5,16.4,21.6,100307,84.5,0
2019-09-27T03:04:08+02:00,8.6,16.9,21.7,100322,84.5,0
2019-09-27T03:05:02+02:00,8.5,17,21.7,100307,84.4,0
2019-09-27T03:05:56+02:00,8.4,16.6,21.7,100314,84.4,0
2019-09-27T03:06:51+02:00,8.4,15.8,21.7,100313,84.4,0
2019-09-27T03:07:45+02:00,8.4,15.9,21.7,100316,84.4,0
2019-09-27T03:08:39+02:00,8.4,15.9,21.7,100308,84.4,0
2019-09-27T03:09:33+02:00,8.3,15.8,21.7,100307,84.3,0
2019-09-27T03:10:27+02:00,8.3,15.5,21.7,100314,84.3,0
2019-09-27T03:11:21+02:00,8.3,15.5,21.7,100307,84.3,0
2019-09-27T03:12:15+02:00,8.2,15.4,21.7,100308,84.3,0
2019-09-27T03:13:09+02:00,8.3,15.6,21.7,100316,84.3,0
2019-09-27T03:14:03+02:00,8.3,15.5,21.6,100317,84.3,0
2019-09-27T03:14:57+02:00,8.2,15.2,21.6,100301,84.1,0
2019-09-27T03:15:51+02:00,8.1,14.8,21.5,100310,84.1,0
2019-09-27T03:16:45+02:00,8.1,14.7,21.5,100299,84.1,0
2019-09-27T03:17:39+02:00,8.1,15.3,21.5,100307,84.1,0
2019-09-27T03:18:33+02:00,8.2,14.9,21.4,100304,84.1,0
2019-09-27T03:19:27+02:00,8.3,15.2,21.4,100302,84.2,0
2019-09-27T03:20:21+02:00,8.2,15.1,21.3,100301,84.2,0
2019-09-27T03:21:15+02:00,8.4,16.4,21.3,100309,84.1,0
2019-09-27T03:22:09+02:00,8.4,16.8,21.4,100302,84,0
2019-09-27T03:23:03+02:00,8.5,16.7,21.4,100301,84,0
2019-09-27T03:23:57+02:00,8.4,16.6,21.5,100304,84,0
2019-09-27T03:24:51+02:00,8.4,17.2,21.5,100308,84,0
2019-09-27T03:25:45+02:00,8.3,16.5,21.6,100301,84,0
2019-09-27T03:26:39+02:00,8.3,16,21.6,100301,84,0
2019-09-27T03:27:33+02:00,8.2,15.6,21.6,100310,83.9,0
2019-09-27T03:28:27+02:00,8.3,15.3,21.6,100311,83.9,0
2019-09-27T03:29:21+02:00,8.3,15.4,21.7,100302,83.9,0
2019-09-27T03:30:15+02:00,8.2,15.3,21.6,100310,83.8,0
2019-09-27T03:31:09+02:00,8.3,15.9,21.6,100310,83.8,0
2019-09-27T03:32:03+02:00,8.4,15.6,21.6,100302,83.8,0
2019-09-27T03:32:57+02:00,8.5,15.9,21.6,100314,83.8,0
2019-09-27T03:33:51+02:00,8.5,15.8,21.6,100305,83.7,0
2019-09-27T03:34:45+02:00,8.5,15.4,21.6,100302,83.7,0
2019-09-27T03:35:39+02:00,8.6,15.8,21.5,100307,83.7,0
2019-09-27T03:36:33+02:00,8.6,15.7,21.5,100316,83.7,0
2019-09-27T03:37:27+02:00,8.6,15.9,21.5,100310,83.7,0
2019-09-27T03:38:21+02:00,8.6,15.9,21.5,100316,83.8,0
2019-09-27T03:39:15+02:00,8.7,15.9,21.5,100308,83.8,0
2019-09-27T03:40:09+02:00,8.7,16.7,21.5,100316,83.8,0
2019-09-27T03:41:03+02:00,8.7,17.2,21.5,100301,83.7,0
2019-09-27T03:41:57+02:00,8.8,17.6,21.5,100308,83.7,0
2019-09-27T03:42:51+02:00,8.8,17.6,21.5,100311,83.7,0
2019-09-27T03:43:45+02:00,8.8,18,21.6,100308,83.7,0
2019-09-27T03:44:39+02:00,8.6,17.2,21.6,100304,83.7,0
2019-09-27T03:45:33+02:00,8.6,17.2,21.6,100305,83.7,0
2019-09-27T03:46:27+02:00,8.5,16.9,21.6,100298,83.6,0
2019-09-27T03:47:21+02:00,8.5,17,21.6,100307,83.6,0
2019-09-27T03:48:15+02:00,8.5,16,21.6,100308,83.6,0
2019-09-27T03:49:09+02:00,8.5,16.9,21.6,100311,83.6,0
2019-09-27T03:50:03+02:00,8.5,16.8,21.5,100313,83.7,0
2019-09-27T03:50:57+02:00,8.5,16.6,21.5,100307,83.7,0
2019-09-27T03:51:51+02:00,8.5,15.8,21.4,100305,83.7,0
2019-09-27T03:52:45+02:00,8.5,16.2,21.4,100302,83.6,0
2019-09-27T03:53:39+02:00,8.5,16.1,21.4,100308,83.6,0
2019-09-27T03:54:33+02:00,8.5,16.2,21.4,100313,83.6,0
2019-09-27T03:55:27+02:00,8.4,16.3,21.4,100298,83.6,0
2019-09-27T03:56:21+02:00,8.3,16.6,21.4,100301,83.5,0
2019-09-27T03:57:15+02:00,8.3,17.2,21.3,100302,83.5,0
2019-09-27T03:58:09+02:00,8.1,16.4,21.3,100302,83.5,0
2019-09-27T03:59:03+02:00,8.2,16.9,21.2,100296,83.6,0
2019-09-27T03:59:57+02:00,8.1,16.7,21.2,100296,83.6,0
2019-09-27T04:00:51+02:00,8,16.6,21.3,100298,83.5,0
2019-09-27T04:01:45+02:00,8,16.7,21.4,100301,83.5,0
2019-09-27T04:02:39+02:00,7.9,16.4,21.4,100305,83.6,0
2019-09-27T04:03:33+02:00,7.9,16.4,21.3,100299,83.6,0
2019-09-27T04:04:27+02:00,8.1,17.4,21.3,100303,83.6,0
2019-09-27T04:05:21+02:00,8.1,17.5,21.3,100301,83.5,0
2019-09-27T04:06:15+02:00,8.1,17.8,21.4,100308,83.5,0
2019-09-27T04:15:12+02:00,4.9,9.2,21.6,100302,83.5,0
2019-09-27T04:16:06+02:00,4.9,9.3,21.6,100293,83.5,0
2019-09-27T04:17:00+02:00,5,10.2,21.6,100296,83.4,0
2019-09-27T04:17:54+02:00,4.9,9.9,21.6,100301,83.4,0
2019-09-27T04:18:48+02:00,4.9,9.9,21.6,100299,83.4,0
2019-09-27T04:19:42+02:00,5,9.9,21.6,100298,83.4,0
2019-09-27T04:20:36+02:00,5,9.9,21.6,100296,83.4,0
2019-09-27T04:21:29+02:00,5,9.3,21.6,100293,83.5,0
2019-09-27T04:22:23+02:00,5,8.9,21.6,100296,83.4,0
2019-09-27T04:23:17+02:00,5,9.1,21.6,100298,83.4,0
2019-09-27T04:24:11+02:00,5,9.6,21.6,100293,83.5,0
2019-09-27T04:25:05+02:00,5,9.7,21.6,100289,83.4,0
2019-09-27T04:25:59+02:00,5,9.2,21.5,100298,83.4,0
2019-09-27T04:26:53+02:00,5,9.3,21.5,100301,83.3,0
2019-09-27T04:27:47+02:00,5.1,10.3,21.4,100298,83.3,0
2019-09-27T04:28:41+02:00,5.1,10.3,21.3,100296,83.3,0
2019-09-27T04:29:35+02:00,5.1,10.5,21.2,100299,83.3,0
2019-09-27T04:30:29+02:00,5.1,10.4,21.2,100297,83.3,0
2019-09-27T04:31:23+02:00,5.2,10.9,21.1,100289,83.4,0
2019-09-27T04:32:17+02:00,5.2,10.5,21.2,100292,83.3,0
2019-09-27T04:33:11+02:00,5.3,10.7,21.2,100289,83.4,0
2019-09-27T04:34:05+02:00,5.2,10.6,21.2,100295,83.4,0
2019-09-27T04:34:59+02:00,5.4,10.6,21.3,100296,83.3,0
2019-09-27T04:35:53+02:00,5.2,10.5,21.3,100290,83.3,0
2019-09-27T04:36:47+02:00,5.2,10.4,21.4,100293,83.3,0
2019-09-27T04:37:41+02:00,5.2,10.7,21.4,100287,83.3,0
2019-09-27T04:38:35+02:00,5.3,11,21.4,100289,83.3,0
2019-09-27T04:39:29+02:00,5.3,10.9,21.4,100292,83.2,0
2019-09-27T04:40:23+02:00,5.2,10.7,21.3,100305,83.2,0
2019-09-27T04:41:17+02:00,5.2,12,21.2,100296,83.2,0
2019-09-27T04:42:11+02:00,5.2,12,21.2,100292,83.2,0
2019-09-27T04:43:05+02:00,5.2,11.9,21.2,100303,83.3,0
2019-09-27T04:43:59+02:00,5.1,11,21.1,100294,83.3,0
2019-09-27T04:44:53+02:00,5.2,11.1,21,100299,83.2,0
2019-09-27T04:45:47+02:00,5.1,11.2,21,100297,83.2,0
2019-09-27T04:46:41+02:00,5.1,10.9,21,100294,83.2,0
2019-09-27T04:47:35+02:00,5.1,11.5,21,100300,83.2,0
2019-09-27T04:48:29+02:00,5,11.3,21,100288,83.1,0
2019-09-27T04:49:23+02:00,5.1,11.3,20.9,100297,83.1,0
2019-09-27T04:50:17+02:00,5.1,11.1,20.9,100299,83.2,0
2019-09-27T04:51:11+02:00,5.1,10.6,20.9,100291,83.2,0
2019-09-27T04:52:05+02:00,5.1,10.6,20.8,100288,83.1,0
2019-09-27T04:52:59+02:00,5.1,11,20.7,100286,83.1,0
2019-09-27T04:53:53+02:00,5.2,11.3,20.7,100296,83.1,0
2019-09-27T04:54:47+02:00,5.2,10.5,20.7,100297,83.1,0
2019-09-27T04:55:41+02:00,5.2,10.5,20.7,100290,83.1,0
2019-09-27T04:56:35+02:00,5.2,10.3,20.7,100288,83.1,0
2019-09-27T04:57:29+02:00,5.2,10.5,20.7,100302,83.1,0
2019-09-27T04:58:23+02:00,5.2,10.1,20.7,100291,83.1,0
2019-09-27T04:59:17+02:00,5.2,9.9,20.7,100285,83.1,0
2019-09-27T05:00:11+02:00,5.2,9.9,20.7,100283,83.1,0
2019-09-27T05:01:05+02:00,5.2,10,20.7,100296,83.1,0
2019-09-27T05:01:59+02:00,5.1,10.3,20.8,100280,83,0
2019-09-27T05:02:53+02:00,5,10.6,20.8,100285,83,0
2019-09-27T05:03:47+02:00,5.1,10.9,20.8,100293,83.1,0
2019-09-27T05:04:41+02:00,5,10.5,20.9,100294,83.1,0
2019-09-27T05:05:35+02:00,5,10.3,21,100288,83.1,0
2019-09-27T05:06:29+02:00,5.1,10.6,21.1,100293,83.1,0
2019-09-27T05:07:23+02:00,5.1,10.7,21.1,100294,83,0
2019-09-27T05:08:17+02:00,5.1,9.3,21.2,100288,83,0
2019-09-27T05:09:11+02:00,5.1,9.3,21.2,100299,83,0
2019-09-27T05:10:05+02:00,5.1,10.6,21.3,100295,83,0
2019-09-27T05:10:59+02:00,5.1,10.7,21.3,100284,83,0
2019-09-27T05:11:53+02:00,5,10.5,21.3,100293,83,0
2019-09-27T05:12:47+02:00,5,10.6,21.4,100289,83,0
2019-09-27T05:13:41+02:00,5,11.1,21.3,100285,83,0
2019-09-27T05:14:35+02:00,4.9,10.3,21.2,100282,82.9,0
2019-09-27T05:15:29+02:00,5,10.3,21.2,100289,82.9,0
2019-09-27T05:16:23+02:00,5,10.9,21.2,100288,82.9,0
2019-09-27T05:17:18+02:00,4.9,10.8,21.1,100282,82.9,0
2019-09-27T05:18:12+02:00,4.9,10.7,21,100283,83,0
2019-09-27T05:19:05+02:00,4.8,10.6,21,100283,83,0
2019-09-27T05:20:00+02:00,4.8,10.2,20.9,100285,83,0
2019-09-27T05:20:53+02:00,4.7,9.8,20.9,100288,82.8,0
2019-09-27T05:21:48+02:00,4.6,9.7,20.9,100277,82.8,0
2019-09-27T05:22:42+02:00,4.6,9.4,20.8,100288,82.8,0
2019-09-27T05:23:36+02:00,4.6,10,20.9,100285,82.8,0
2019-09-27T05:24:30+02:00,4.6,10,20.9,100279,82.8,0
2019-09-27T05:25:24+02:00,4.6,9.9,20.9,100274,82.8,0
2019-09-27T05:26:18+02:00,4.6,9.9,20.9,100288,82.8,0
2019-09-27T05:27:11+02:00,4.5,9.9,21,100278,82.9,0
2019-09-27T05:28:06+02:00,4.5,9.9,21.1,100291,82.9,0
2019-09-27T05:29:00+02:00,4.5,9.5,21.1,100293,82.9,0
2019-09-27T05:34:40+02:00,4.5,10.3,21.3,100290,82.9,0
2019-09-27T05:35:34+02:00,4.6,9.8,21.4,100298,82.9,0
2019-09-27T05:36:28+02:00,4.6,10,21.4,100288,82.8,0
2019-09-27T05:37:22+02:00,4.6,10.6,21.4,100295,82.8,0
2019-09-27T05:38:16+02:00,4.7,10.7,21.4,100289,82.8,0
2019-09-27T05:39:10+02:00,4.7,11,21.4,100298,82.8,0
2019-09-27T05:40:04+02:00,4.8,11.2,21.4,100298,82.8,0
2019-09-27T05:40:58+02:00,4.8,11.1,21.4,100295,82.7,0
2019-09-27T05:41:52+02:00,4.8,11,21.4,100298,82.7,0
2019-09-27T05:42:45+02:00,4.8,11,21.3,100289,82.7,0
2019-09-27T05:43:39+02:00,4.8,10.5,21.3,100292,82.7,0
2019-09-27T05:44:33+02:00,4.7,10.2,21.3,100295,82.7,0
2019-09-27T05:45:27+02:00,4.8,10.3,21.3,100299,82.7,0
2019-09-27T05:46:21+02:00,4.8,10.7,21.3,100290,82.7,0
2019-09-27T05:47:15+02:00,4.8,11.1,21.2,100290,82.7,0
2019-09-27T05:48:09+02:00,4.8,11.6,21.2,100284,82.6,0
2019-09-27T05:49:03+02:00,4.7,10.9,21.2,100292,82.6,0
2019-09-27T05:49:57+02:00,4.8,11.1,21.2,100299,82.6,0
2019-09-27T05:50:51+02:00,4.9,11.5,21.2,100290,82.6,0
2019-09-27T05:51:45+02:00,4.9,11.6,21.1,100300,82.6,0
2019-09-27T05:52:39+02:00,5,11.3,21.1,100297,82.6,0
2019-09-27T05:53:33+02:00,5,11.7,21.1,100293,82.7,0
2019-09-27T05:54:27+02:00,5,11.5,21,100288,82.7,0
2019-09-27T05:55:21+02:00,4.9,11.3,20.9,100288,82.6,0
2019-09-27T05:56:15+02:00,4.9,10.7,20.9,100286,82.6,0
2019-09-27T06:04:58+02:00,4.5,8,21.3,100287,82.5,0
2019-09-27T06:05:52+02:00,4.5,8,21.3,100281,82.5,0
2019-09-27T06:06:46+02:00,4.5,8,21.4,100281,82.5,0
2019-09-27T06:07:40+02:00,4.5,8.1,21.4,100293,82.5,0
2019-09-27T06:08:34+02:00,4.6,7.9,21.4,100282,82.5,0
2019-09-27T06:09:28+02:00,4.6,8.6,21.4,100292,82.5,0
2019-09-27T06:10:22+02:00,4.6,8.5,21.4,100288,82.5,0
2019-09-27T06:11:16+02:00,4.6,8.4,21.4,100273,82.5,0
2019-09-27T06:12:11+02:00,4.6,8.4,21.4,100293,82.6,0
2019-09-27T06:13:05+02:00,4.6,8.6,21.3,100298,82.6,0
2019-09-27T06:13:59+02:00,4.6,8.4,21.3,100302,82.5,0
2019-09-27T06:14:53+02:00,4.6,8.9,21.3,100296,82.4,0
2019-09-27T06:15:47+02:00,4.6,8.8,21.3,100299,82.4,0
2019-09-27T06:16:41+02:00,4.6,8.8,21.4,100301,82.4,0
2019-09-27T06:17:35+02:00,4.6,9.1,21.4,100298,82.4,0
2019-09-27T06:18:29+02:00,4.6,9.2,21.4,100298,82.4,0
2019-09-27T06:19:23+02:00,4.6,9,21.4,100299,82.4,0
2019-09-27T06:20:17+02:00,4.6,9.1,21.4,100296,82.3,0
2019-09-27T06:21:11+02:00,4.6,8.7,21.3,100293,82.3,0
2019-09-27T06:22:05+02:00,4.7,8.8,21.3,100296,82.3,0
2019-09-27T06:22:59+02:00,4.7,8.9,21.3,100296,82.4,0
2019-09-27T06:23:53+02:00,4.7,8.9,21.2,100293,82.4,0
2019-09-27T06:24:47+02:00,4.6,8.8,21.2,100293,82.4,0
2019-09-27T06:25:41+02:00,4.7,8.9,21.2,100297,82.3,0
2019-09-27T06:26:35+02:00,4.7,9.5,21.2,100296,82.3,0
2019-09-27T06:27:29+02:00,4.6,9.6,21.2,100297,82.3,0
2019-09-27T06:28:23+02:00,4.6,9.6,21.3,100290,82.3,0
2019-09-27T06:29:17+02:00,4.5,8.9,21.3,100299,82.2,0
2019-09-27T06:30:11+02:00,4.6,9.3,21.3,100296,82.2,0
2019-09-27T06:31:05+02:00,4.6,8.8,21.2,100300,82.2,0
2019-09-27T06:31:59+02:00,4.6,8.9,21.2,100299,82.2,0
2019-09-27T06:32:53+02:00,4.6,8.9,21.1,100305,82.2,0
2019-09-27T06:33:47+02:00,4.6,9,21,100312,82.2,0
2019-09-27T06:34:41+02:00,4.6,8.8,20.9,100309,82.2,0
2019-09-27T06:35:35+02:00,4.5,8.7,20.9,100305,82.1,0
2019-09-27T06:36:29+02:00,4.6,8.8,20.8,100306,82.1,0
2019-09-27T06:37:23+02:00,4.6,8.8,20.9,100305,82.1,0
2019-09-27T06:38:16+02:00,4.6,8.9,20.9,100299,82.2,0
2019-09-27T06:39:10+02:00,4.6,9.4,20.9,100300,82.2,0
2019-09-27T06:40:04+02:00,4.6,9.2,20.9,100294,82.1,0
2019-09-27T06:40:58+02:00,4.7,9.6,20.9,100302,82.1,0
2019-09-27T06:41:52+02:00,4.7,9.2,20.8,100302,82.1,0
2019-09-27T06:42:46+02:00,4.7,9.4,20.7,100297,82,0
2019-09-27T06:43:40+02:00,4.6,9.8,20.6,100302,82,0
2019-09-27T06:44:34+02:00,4.6,10,20.7,100299,82,0
2019-09-27T06:45:28+02:00,4.6,11.1,20.7,100303,82.1,0
2019-09-27T06:46:22+02:00,4.6,11.4,20.6,100307,82.1,0
2019-09-27T06:47:16+02:00,4.6,11.3,20.6,100302,82.2,0
2019-09-27T06:48:10+02:00,4.6,11,20.7,100299,82.2,0
2019-09-27T06:49:04+02:00,4.6,10.9,20.8,100297,82.1,0
2019-09-27T06:49:58+02:00,4.7,11,20.8,100306,82.1,0
2019-09-27T06:50:53+02:00,4.6,10.8,20.9,100299,82.1,0
2019-09-27T06:51:46+02:00,4.7,10.9,20.9,100300,82,0
2019-09-27T06:55:19+02:00,5.4,8.6,21,100303,82,0
2019-09-27T06:56:13+02:00,5.4,8.6,21,100308,82,0
2019-09-27T06:57:07+02:00,5.4,8.7,21,100302,82,0
2019-09-27T06:58:01+02:00,5.4,9.1,21,100312,82,0
2019-09-27T06:58:55+02:00,5.5,9.9,20.9,100306,81.9,0
2019-09-27T06:59:49+02:00,5.5,10.4,20.9,100311,81.9,0
2019-09-27T07:00:43+02:00,5.5,10.2,20.9,100314,81.9,0
2019-09-27T07:01:37+02:00,5.6,10.3,20.9,100315,81.9,0
2019-09-27T07:02:32+02:00,5.6,10.4,20.9,100312,81.9,0
2019-09-27T07:03:26+02:00,5.5,10.3,21,100312,81.9,0
2019-09-27T07:04:20+02:00,5.5,9.6,21,100320,82,0
2019-09-27T07:05:14+02:00,5.5,9.8,21,100320,82,0
2019-09-27T07:06:08+02:00,5.5,9.9,21,100315,82,0
2019-09-27T07:07:02+02:00,5.6,10.3,21,100315,82,0
2019-09-27T07:07:56+02:00,5.6,10.4,21,100318,82,0
2019-09-27T07:08:50+02:00,5.5,10.5,21,100321,82,0
2019-09-27T07:09:44+02:00,5.7,10.9,21,100324,82.1,0
2019-09-27T07:10:38+02:00,5.6,10.7,20.9,100326,82.1,0
2019-09-27T07:11:32+02:00,5.6,10,20.9,100330,82.1,0
2019-09-27T07:12:26+02:00,5.6,9.8,20.8,100331,82.1,0
2019-09-27T07:13:20+02:00,5.6,10.3,20.7,100321,82.1,0
2019-09-27T07:14:14+02:00,5.7,10.2,20.6,100325,82.1,0
2019-09-27T07:15:08+02:00,5.7,10.5,20.6,100334,82.1,0
2019-09-27T07:16:02+02:00,5.6,10.4,20.6,100330,82.2,0
2019-09-27T07:16:56+02:00,5.7,10.5,20.7,100330,82.2,0
2019-09-27T07:17:50+02:00,5.7,10.7,20.8,100336,82.2,0
2019-09-27T07:18:44+02:00,5.7,11,20.8,100348,82.2,0
2019-09-27T07:19:38+02:00,5.6,10.7,20.9,100341,82.2,0
2019-09-27T07:20:32+02:00,5.6,10.4,20.9,100342,82.2,0
2019-09-27T07:21:26+02:00,5.5,10.3,20.9,100347,82.2,0
2019-09-27T07:22:20+02:00,5.6,10.5,20.8,100338,82.2,0
2019-09-27T07:23:14+02:00,5.6,10.4,20.7,100342,82.3,0
2019-09-27T07:24:08+02:00,5.5,10.8,20.6,100344,82.3,0
2019-09-27T07:25:02+02:00,5.5,10.3,20.7,100339,82.3,0
2019-09-27T07:25:56+02:00,5.5,9.7,20.7,100353,82.3,0
2019-09-27T07:26:50+02:00,5.4,8.9,20.7,100348,82.2,0
2019-09-27T07:27:44+02:00,5.4,9.4,20.7,100350,82.2,0
2019-09-27T07:28:38+02:00,5.3,9.3,20.7,100353,82.2,0
2019-09-27T07:29:32+02:00,5.3,9.5,20.7,100339,82.2,0
2019-09-27T07:30:26+02:00,5.4,9.5,20.7,100345,82.2,0
2019-09-27T07:31:20+02:00,5.4,10,20.7,100353,82.2,0
2019-09-27T07:32:14+02:00,5.4,10.3,20.7,100345,82.2,0
2019-09-27T07:33:08+02:00,5.5,10.2,20.7,100345,82.3,0
2019-09-27T07:34:02+02:00,5.4,9.8,20.6,100350,82.3,0
2019-09-27T07:34:56+02:00,5.4,9.5,20.6,100350,82.3,0
2019-09-27T07:35:50+02:00,5.4,9.6,20.6,100357,82.3,0
2019-09-27T07:36:44+02:00,5.4,10,20.6,100354,82.4,0
2019-09-27T07:37:38+02:00,5.5,10,20.6,100357,82.4,0
2019-09-27T07:38:32+02:00,5.5,10.4,20.6,100353,82.4,0
2019-09-27T07:39:26+02:00,5.5,11.1,20.6,100357,82.4,0
2019-09-27T07:40:20+02:00,5.4,10.7,20.7,100351,82.3,0
2019-09-27T07:41:14+02:00,5.4,10.9,20.7,100350,82.3,0
2019-09-27T07:42:08+02:00,5.5,10.7,20.7,100357,82.3,0
2019-09-27T07:43:02+02:00,5.6,10.7,20.8,100354,82.3,0
2019-09-27T07:43:56+02:00,5.6,10.6,20.8,100371,82.3,0
2019-09-27T07:44:50+02:00,5.6,10.7,20.8,100357,82.3,0
2019-09-27T07:45:44+02:00,5.5,10.5,20.8,100359,82.3,0
2019-09-27T07:46:38+02:00,5.5,10.6,20.9,100369,82.2,0
2019-09-27T07:47:32+02:00,5.5,10.8,20.9,100362,82.2,0
2019-09-27T07:48:26+02:00,5.5,11.5,20.9,100360,82.2,0
2019-09-27T07:49:20+02:00,5.6,11.5,20.9,100366,82.2,0
2019-09-27T07:50:14+02:00,5.7,11.7,21,100363,82.2,0
2019-09-27T07:51:08+02:00,5.7,11.3,21,100366,82.2,0
2019-09-27T07:52:02+02:00,5.7,11.2,21,100371,82.5,0
2019-09-27T07:52:56+02:00,5.7,11.1,21,100362,82.5,0
2019-09-27T07:53:50+02:00,5.8,11.4,21,100359,82.5,0
2019-09-27T07:54:44+02:00,5.8,10.9,21,100371,82.5,0
2019-09-27T07:55:38+02:00,5.8,11,21,100371,82.5,0
2019-09-27T07:56:32+02:00,5.8,11.6,21.1,100371,82.5,0
2019-09-27T07:57:26+02:00,5.8,11.8,21.1,100384,82.5,0
2019-09-27T07:58:19+02:00,5.7,11.5,21,100381,82.6,0
2019-09-27T07:59:13+02:00,5.7,11.2,21,100386,82.6,0
2019-09-27T08:00:07+02:00,5.7,11.2,21,100380,82.6,0
2019-09-27T08:01:01+02:00,5.8,11,21,100384,82.6,0
2019-09-27T08:01:55+02:00,5.8,11.2,21,100389,82.6,0
2019-09-27T08:02:49+02:00,5.7,11.3,21,100386,82.6,0
